ano;mes;data;semana_ano;semana_mes;canal;commodity;categoria;segmento;holding;banner;uf;cidade;regional;faturamento;qtd_toneladas;qtd_unidades;# Records
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;NOVA ESTRELA COM DE ALIM S A;NOVA ESTRELA COM DE ALIM S A;MS;TRES LAGOAS;CN;140,33;0,002795416;59;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;A C D A IMP E EXP LTDA;A C D A IMP E EXP LTDA;RO;PORTO VELHO;CN;167,23;0,002908575;39;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;TRINDADE;CN;2,58;5,02633E-05;2;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;SORRISO;CN;8,78;0,000259446;2;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;SAO JOSE DOS QUATRO MARCOS;CN;5,49;0,000129859;1;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;VARZEA GRANDE;CN;11,78;0,000240184;2;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;JCHAGAS ALIM LTDA;JCHAGAS ALIM LTDA;MS;NAVIRAI;CN;167,22;0,00383538;78;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PORTO ESPERIDIAO;CN;25,83;0,000650546;7;1
2020;1;06/01/2020;2;1;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;M A SILVA E SILVA LTDA;M A SILVA E SILVA LTDA;AP;SANTANA;CN;23,01;0,000516435;9;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;MERCANTIL NOVA ERA LTDA;MERCANTIL NOVA ERA LTDA;RO;PORTO VELHO;CN;144,48;0,003101285;100;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;RO;ESPIGAO DOESTE;CN;8,5;0,000259662;2;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;CAARAPO;CN;19,51;0,000414152;9;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;PARANAIBA;CN;32,66;0,000713101;12;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;GOIANIA;CN;7,28;0,000150888;2;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PRIMAVERA DO LESTE;CN;8,08;0,000169478;2;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;JATAI;CN;42,19;0,001081967;11;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;FELIZ NATAL;CN;5,59;0,000129859;1;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;DOURADOS;CN;72,23;0,001379749;41;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;PIMENTA BUENO;CN;8,97;0,000389277;3;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;TRES LAGOAS;CN;33,6;0,000510431;12;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;A C D A IMP E EXP LTDA;A C D A IMP E EXP LTDA;AC;RIO BRANCO;CN;1149,22;0,024723385;503;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;AC;CRUZEIRO DO SUL;CN;41,56;0,000716552;13;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BONANCA COM DE ALIM LTDA EPP;BONANCA COM DE ALIM LTDA EPP;MS;CAMPO GRANDE;CN;20,13;0,00050126;9;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;ITACOATIARA;CN;12,53;0,000389305;3;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;S PIRES COM DE ALIM LTDA;S PIRES COM DE ALIM LTDA;MS;CAMPO GRANDE;CN;32,22;0,000998232;8;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;MANAUS;CN;65,18;0,001527265;18;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;CUIABA;CN;18,97;0,00018338;7;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;BARRA DO GARCAS;CN;4,82;0,000129859;1;1
2020;1;06/01/2020;2;1;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;A R FILHO E CIA LTDA;A R FILHO E CIA LTDA;AP;MACAPA;CN;99,52;0,002202879;28;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;NOVA ANDRADINA;CN;43,47;0,001221316;13;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;ATAC FERNANDE GEN ALIM IMP EXP LTDA;ATAC FERNANDE GEN ALIM IMP EXP LTDA;MS;CORUMBA;CN;70,38;0,001456199;24;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;CACOAL;CN;30,74;0,001272785;12;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;COML CARAPA SECOS MOLHADOS LTDA;COML CARAPA SECOS MOLHADOS LTDA;MT;COLIDER;CN;38,6;0,000807046;10;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;SANTA HELENA DE GOIAS;CN;6,45;0,000125658;5;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;PONTA PORA;CN;59,88;0,001296975;22;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;MARACAJU;CN;11,97;0,000309654;3;1
2020;1;06/01/2020;2;1;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;M A SILVA E SILVA LTDA;M A SILVA E SILVA LTDA;AP;MACAPA;CN;94,18;0,002719508;52;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;MERCANTIL NOVA ERA LTDA;MERCANTIL NOVA ERA LTDA;AM;MANAUS;CN;314,11;0,009837277;213;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;MARACAJU;CN;4,78;8,11303E-05;2;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;PORTO VELHO;CN;6,95;0,000176819;5;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PONTES E LACERDA;CN;10,46;0,000205254;4;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;CEREJEIRAS;CN;2,99;0,000110439;1;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;PIRES E CIA LTDA;PIRES E CIA LTDA;MS;CAMPO GRANDE;CN;8,38;0,000479755;4;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;DF;BRASILIA;CN;2675,05;0,07002262;855;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;PARINTINS;CN;6,37;0,000180122;3;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;DOURADOS;CN;382,63;0,008623443;159;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;NOVA MUTUM;CN;4,49;0,000129723;1;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BONANCA COM DE ALIM LTDA EPP;BONANCA COM DE ALIM LTDA EPP;MS;RIO BRILHANTE;CN;3,99;0,000110325;1;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RR;BOA VISTA;CN;16,21;0,000276448;11;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;JCHAGAS ALIM LTDA;JCHAGAS ALIM LTDA;MS;IGUATEMI;CN;13,09;0,000276493;11;1
2020;1;06/01/2020;2;1;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;RIO BRILHANTE;CN;31,8;0,000672913;20;1
2020;1;06/01/2020;2;1;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;GO;FORMOSA;CN;39,95;0,000536089;5;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;JATAI;CN;19,68;0,000351843;14;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;S PIRES COM DE ALIM LTDA;S PIRES COM DE ALIM LTDA;MS;CAMPO GRANDE;CN;30,13;0,000849737;7;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;LOPES SUPERM LTDA;LOPES SUPERM LTDA;MS;TRES LAGOAS;CN;2,3;5,03625E-05;2;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;CAARAPO;CN;16,64;0,00042182;6;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;MANACAPURU;CN;4,99;0,000145186;1;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PRIMAVERA DO LESTE;CN;3,19;3,96192E-05;1;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;GO;FORMOSA;CN;7,99;0,000145186;1;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;JCHAGAS ALIM LTDA;JCHAGAS ALIM LTDA;MS;IGUATEMI;CN;4,76;0,000100527;4;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;RO;ESPIGAO DOESTE;CN;10,7;0,000212806;6;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;PIRES E CIA LTDA;PIRES E CIA LTDA;MS;CAMPO GRANDE;CN;7,9;0,000690879;7;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;PARANAIBA;CN;33,38;0,000949515;22;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PONTES E LACERDA;CN;16,94;0,000360109;6;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;JUARA;CN;4,49;5,01933E-05;1;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;MARACAJU;CN;20,22;0,000359997;4;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;CACOAL;CN;14,31;0,000403183;5;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;CEREJEIRAS;CN;4,18;0,000127034;2;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;COML CARAPA SECOS MOLHADOS LTDA;COML CARAPA SECOS MOLHADOS LTDA;MT;COLIDER;CN;19,81;0,000575054;5;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BONANCA COM DE ALIM LTDA EPP;BONANCA COM DE ALIM LTDA EPP;MS;CAMPO GRANDE;CN;29,41;0,000815405;7;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;DOURADOS;CN;154,63;0,003717013;60;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RR;BOA VISTA;CN;9,92;0,000245782;3;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;ITACOATIARA;CN;3,43;5,01933E-05;1;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;RIO BRILHANTE;CN;28,11;0,000586201;19;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;GOIANIA;CN;4,19;8,1109E-05;2;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;A C D A IMP E EXP LTDA;A C D A IMP E EXP LTDA;AC;RIO BRANCO;CN;989,4;0,022836591;402;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;MARACAJU;CN;3,38;6,57532E-05;2;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PORTO ESPERIDIAO;CN;9,23;0,000290372;2;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;NOVA ANDRADINA;CN;31,48;0,000871236;12;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;ARAGARCAS;CN;1,98;4,0546E-05;1;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;DF;BRASILIA;CN;2953,93;0,074859113;927;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PARANAITA;CN;14,15;0,000389577;3;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;TRES LAGOAS;CN;10,17;0,000200427;3;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;ATAC FERNANDE GEN ALIM IMP EXP LTDA;ATAC FERNANDE GEN ALIM IMP EXP LTDA;MS;CORUMBA;CN;52,03;0,001124382;13;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;A C D A IMP E EXP LTDA;A C D A IMP E EXP LTDA;RO;PORTO VELHO;CN;129,26;0,002620578;28;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;MANAUS;CN;83,44;0,002133146;24;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;CONFRESA;CN;8,98;0,000100387;2;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;AC;CRUZEIRO DO SUL;CN;39,4;0,001143019;11;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;CUIABA;CN;9;8,29657E-05;5;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;MERCANTIL NOVA ERA LTDA;MERCANTIL NOVA ERA LTDA;AM;MANAUS;CN;249,66;0,009589921;101;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;MERCANTIL NOVA ERA LTDA;MERCANTIL NOVA ERA LTDA;RO;PORTO VELHO;CN;152,59;0,003305067;113;1
2020;1;13/01/2020;3;2;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;M A SILVA E SILVA LTDA;M A SILVA E SILVA LTDA;AP;SANTANA;CN;9,74;0,000321394;6;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;SORRISO;CN;14,27;0,000389305;3;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;JCHAGAS ALIM LTDA;JCHAGAS ALIM LTDA;MS;NAVIRAI;CN;170,63;0,003604752;83;1
2020;1;13/01/2020;3;2;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;A R FILHO E CIA LTDA;A R FILHO E CIA LTDA;AP;MACAPA;CN;21,34;0,000460741;6;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;VARZEA GRANDE;CN;14,87;0,000150594;3;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;DOURADOS;CN;487,4;0,010713536;186;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;PONTA PORA;CN;70,72;0,001128921;28;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;TRINDADE;CN;1,29;2,51316E-05;1;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;PARINTINS;CN;18,45;0,000695275;5;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BONANCA COM DE ALIM LTDA EPP;BONANCA COM DE ALIM LTDA EPP;MS;RIO BRILHANTE;CN;3,99;0,00022065;2;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;ALTA FLORESTA;CN;11,53;0,000284849;3;1
2020;1;13/01/2020;3;2;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;M A SILVA E SILVA LTDA;M A SILVA E SILVA LTDA;AP;MACAPA;CN;155,81;0,004021745;59;1
2020;1;13/01/2020;3;2;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;NOVA ESTRELA COM DE ALIM S A;NOVA ESTRELA COM DE ALIM S A;MS;TRES LAGOAS;CN;89,91;0,00187792;38;1
2020;1;13/01/2020;3;2;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;PORTO VELHO;CN;12,32;0,000370936;4;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;DOURADOS;CN;216,72;0,005314372;74;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;CAARAPO;CN;10,36;0,000171909;4;1
2020;1;20/01/2020;4;3;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;M A SILVA E SILVA LTDA;M A SILVA E SILVA LTDA;AP;SANTANA;CN;16,74;0,000516694;6;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;CUIABA;CN;27,81;0,000426505;8;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;A C D A IMP E EXP LTDA;A C D A IMP E EXP LTDA;AC;RIO BRANCO;CN;1098,72;0,02256366;468;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;MANAUS;CN;48,68;0,001231359;12;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;JCHAGAS ALIM LTDA;JCHAGAS ALIM LTDA;MS;NAVIRAI;CN;200,17;0,004110022;104;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;ALTA FLORESTA;CN;1,95;2,51316E-05;1;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;MARACAJU;CN;19,47;0,000648887;5;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BONANCA COM DE ALIM LTDA EPP;BONANCA COM DE ALIM LTDA EPP;MS;RIO BRILHANTE;CN;3,99;0,000110325;1;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;NOVA ANDRADINA;CN;30,11;0,000578176;17;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;AM;ITACOATIARA;CN;18,31;0,000536094;7;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;ANAPOLIS;CN;14,67;0,000389577;3;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;AC;CRUZEIRO DO SUL;CN;25,87;0,001020075;9;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;SORRISO;CN;24,35;0,000648906;5;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MS;COXIM;CN;8,58;0,00022065;2;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;GO;FORMOSA;CN;15,98;0,000290372;2;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BIG MART CENTRO COMPRAS LTDA;BIG MART CENTRO COMPRAS LTDA;MS;TRES LAGOAS;CN;3,98;5,01933E-05;1;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;REDE SMART (MARTINS);LOJA VI;RO;ESPIGAO DOESTE;CN;7,18;0,000259662;2;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;JCHAGAS ALIM LTDA;JCHAGAS ALIM LTDA;MS;IGUATEMI;CN;2,38;5,02633E-05;2;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;VARZEA GRANDE;CN;20,06;0,000280467;4;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;TRINDADE;CN;2,58;5,02633E-05;2;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;PONTES E LACERDA;CN;27,41;0,000660246;9;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;GO;JATAI;CN;29,34;0,000696742;8;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;RIO BRILHANTE;CN;42,02;0,000889781;28;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;RO;CEREJEIRAS;CN;5,98;0,000220878;2;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;MARACAJU;CN;44,23;0,000637043;17;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;BONANCA COM DE ALIM LTDA EPP;BONANCA COM DE ALIM LTDA EPP;MS;CAMPO GRANDE;CN;27,08;0,000681346;10;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;ATAC FERNANDE GEN ALIM IMP EXP LTDA;ATAC FERNANDE GEN ALIM IMP EXP LTDA;MS;CORUMBA;CN;92,99;0,003331495;37;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;DF;BRASILIA;CN;3265,81;0,078279043;1037;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;PIRES E CIA LTDA;PIRES E CIA LTDA;MS;CAMPO GRANDE;CN;20,31;0,000571235;5;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;CONFRESA;CN;4,49;5,01933E-05;1;1
2020;1;20/01/2020;4;3;LOJA VI;FR;BISCOITOS;LOJA VI;LOJA VI;LOJA VI;MT;JUARA;CN;4,49;5,01933E-05;1;1
2020;1;20/01/2020;4;3;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;A R FILHO E CIA LTDA;A R FILHO E CIA LTDA;AP;MACAPA;CN;59,73;0,001889033;17;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;DOURADOS;CN;228,9;0,005004514;102;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO BASE;MERCANTIL NOVA ERA LTDA;MERCANTIL NOVA ERA LTDA;RO;PORTO VELHO;CN;128,56;0,002784886;96;1
2020;1;20/01/2020;4;3;VAREJO INDIRETO;FR;BISCOITOS;ATACADO;M A SILVA E SILVA LTDA;M A SILVA E SILVA LTDA;AP;MACAPA;CN;221,91;0,005830929;89;1
2020;1;20/01/2020;4;3;VAREJO DIRETO;FR;BISCOITOS;VAREJO PADRAO;A B V COM DE ALIM LTDA;A B V COM DE ALIM LTDA;MS;PARANAIBA;CN;48,66;0,001235327;30;1
